"ENTITY_CD","SCHOOL_NAME","YEAR","DISTRICT_CD","DISTRICT_NAME","CSO_NAME","STREET","CITY","PHONE","GRADE_RANGE","NUM_TEACH","NUM_NO_VALID_CERT","PER_NO_VALID_CERT","NUM_TEACH_OUT_CERT","PER_TEACH_OUT_CERT","NUM_FEWER_3YRS_EXP","PER_FEWER_3YRS_EXP","NUM_MAS_PLUS","PER_MAS_PLUS","NUM_CORE","PER_NOT_HQ","NUM_CLASS","NUM_NO_APPROP_CERT","PER_NO_APPROP_CERT","PER_TURN_FIVE_YRS","PER_TURN_ALL","NUM_FT_OTH_PROF_STAFF","NUM_PT_OTH_PROF_STAFF","NUM_FT_PARAPROFESSIONALS","NUM_PT_PARAPROFESSIONALS","NUM_FT_ASST_PRINCIPALS","NUM_PT_ASST_PRINCIPALS","NUM_FT_PRINCIPALS","NUM_PT_PRINCIPALS"
"130801060006","HAVILAND MIDDLE SCHOOL",2012,"13080106","HYDE PARK CSD","MATTHEW LATVIS","23 HAVILAND RD","HYDE PARK","8452294030","6-8, UE, US",80,0,0,0,0,5,6,16,20,224,0,348,2,1,40,14,7,1,0,0,2,0,1,0
"130801060007","FRANKLIN D ROOSEVELT SENIOR HIGH SCHOOL",2012,"13080106","HYDE PARK CSD","BARBARA MARRINE","156 S CROSS RD","HYDE PARK","8452294020","9-12, US",96,0,0,1,1,4,4,17,18,307,1,460,3,1,23,10,10,0,0,0,3,0,1,0
"131601060011","NOXON ROAD ELEMENTARY SCHOOL",2014,"13160106","ARLINGTON CSD","BRADY FISTER","4 OLD NOXON RD","POUGHKEEPSIE","8454864950","K-5",31,0,0,0,0,1,3,2,6,50,0,67,1,1,,11,3,0,0,0,0,0,1,0
"131601060012","LAGRANGE MIDDLE SCHOOL",2014,"13160106","ARLINGTON CSD","ERIC SCHETTER","110 STRINGHAM RD","LAGRANGEVILLE","8454864880","6-8, US",71,0,0,0,0,5,7,6,8,210,0,324,2,1,40,20,7,1,0,0,2,0,1,0
"130801060008","NORTH PARK ELEMENTARY SCHOOL",2012,"13080106","HYDE PARK CSD","LISA HECHT","1593 ROUTE 9G","HYDE PARK","8452294040","K-5",25,0,0,0,0,0,0,1,4,23,0,48,0,0,0,8,1,0,0,0,0,0,1,0
"131101040000","NORTHEAST CENTRAL SCHOOL DISTRICT",2012,"13110104","NORTHEAST CSD","JAMES GRATTO","194 HAIGHT RD","AMENIA","8453734100","PK-12",75,0,0,0,0,1,1,7,9,190,0,282,8,3,25,39,7,4,23,1,0,0,3,0
"131601060013","TITUSVILLE INTERMEDIATE",2014,"13160106","ARLINGTON CSD","DANIEL SHORNSTEIN","128 MEADOW LN","POUGHKEEPSIE","8454864470","3-5",33,0,0,0,0,0,0,7,21,37,0,56,0,0,,12,3,0,0,0,0,0,1,0
"131601060014","VAIL FARM ELEMENTARY SCHOOL",2014,"13160106","ARLINGTON CSD","CLAUDINE KHARE","1659 E NOXON RD","LAGRANGEVILLE","8452238030","K-5, UE",53,0,0,0,0,1,2,4,8,46,0,75,0,0,,16,5,1,0,0,1,0,1,0
"131601060015","UNION VALE MIDDLE SCHOOL",2014,"13160106","ARLINGTON CSD","SCOTT WOOD","1657 E NOXON RD","LAGRANGEVILLE","8452238600","6-8, UE, US",79,0,0,0,0,4,5,11,14,241,0,347,4,1,25,13,6,1,0,0,2,0,1,0
"131101040004","WEBUTUCK HIGH SCHOOL",2012,"13110104","NORTHEAST CSD","KENNETH SAUER","194 HAIGHT RD","AMENIA","8453734114","9-12",16,0,0,0,0,0,0,1,6,43,0,72,2,3,,56,1,0,0,0,0,0,1,0
"131101040006","WEBUTUCK ELEMENTARY SCHOOL",2012,"13110104","NORTHEAST CSD","KATHLEEN MCENROE","175 HAIGHT RD","AMENIA","8453734122","K-3",19,0,0,0,0,0,0,0,0,14,0,24,0,0,40,24,2,0,0,0,0,0,0,0
"131101040007","EUGENE BROOKS MIDDLE SCHOOL",2012,"13110104","NORTHEAST CSD","JAY CURTIS","194 HAIGHT RD","AMENIA","8453734114","4-8",17,0,0,0,0,0,0,2,12,44,0,61,1,2,0,17,0,1,0,0,0,0,1,0
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT",2014,"13160202","SPACKENKILL UFSD","LOIS POWELL","15 CROFT RD","POUGHKEEPSIE","8454637800","K-12, UE, US",148,0,0,2,1,3,2,23,16,330,0,552,15,3,40,16,21,1,40,0,1,1,4,0
"131602020001","HAGAN SCHOOL",2014,"13160202","SPACKENKILL UFSD","JOHN FARRELL","42 HAGAN DR","POUGHKEEPSIE","8454637840","3-5",29,0,0,0,0,0,0,1,3,28,0,66,0,0,,26,1,0,0,0,0,0,1,0
"131201040000","PAWLING CENTRAL SCHOOL DISTRICT",2012,"13120104","PAWLING CSD","JOSEPH SCIORTINO","515 ROUTE 22","PAWLING","8458554600","K-12, UE, US",113,0,0,1,1,0,0,31,27,341,1,479,9,2,40,18,20,3,32,0,2,0,3,0
"131201040001","PAWLING ELEMENTARY SCHOOL",2012,"13120104","PAWLING CSD","MATTHEW HERZ","7 HAIGHT ST","PAWLING","8458554630","K-4, UE",40,0,0,0,0,0,0,14,35,56,0,86,0,0,67,19,3,1,0,0,1,0,1,0
"131602020003","NASSAU SCHOOL",2014,"13160202","SPACKENKILL UFSD","TINA DESA","7 NASSAU RD","POUGHKEEPSIE","8454637843","K-2, UE",27,0,0,0,0,0,0,3,11,22,0,49,1,2,0,8,1,0,0,0,0,0,1,0
"131602020004","ORVILLE A TODD MIDDLE SCHOOL",2014,"13160202","SPACKENKILL UFSD","MICHAEL MURPHY","11 CROFT RD","POUGHKEEPSIE","8454637830","6-8",38,0,0,2,5,1,3,5,13,107,0,185,11,6,33,19,3,0,0,0,0,0,1,0
"131602020005","SPACKENKILL HIGH SCHOOL",2014,"13160202","SPACKENKILL UFSD","STEVEN MALKISCHER","112 SPACKENKILL RD","POUGHKEEPSIE","8454637810","9-12, US",49,0,0,0,0,2,4,12,24,163,0,229,3,1,50,12,5,0,0,0,1,0,1,0
"131201040002","PAWLING HIGH SCHOOL",2012,"13120104","PAWLING CSD","FRANK TOLAN","30 WAGNER RD","PAWLING","8458554620","9-12, US",31,0,0,0,0,0,0,6,19,127,0,174,3,2,25,19,4,1,0,0,0,0,1,0
"131201040003","PAWLING MIDDLE SCHOOL",2012,"13120104","PAWLING CSD","ALLAN LIPSKY","80 WAGNER RD","PAWLING","8458554653","5-8, UE",36,0,0,1,3,0,0,11,31,141,1,192,6,3,50,17,4,1,0,0,0,0,1,0
"131301040000","PINE PLAINS CENTRAL SCHOOL DISTRICT",2012,"13130104","PINE PLAINS CSD","LINDA KAUMEYER","2829 CHURCH ST","PINE PLAINS","5183987181","K-12",96,0,0,0,0,0,0,12,13,259,0,382,2,1,38,17,13,0,23,10,0,0,4,0
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT",2014,"13170106","RED HOOK CSD","PAUL FINCH","9 MILL RD","RED HOOK","8457582241","K-12, UE",172,1,1,1,1,9,5,19,11,398,1,597,14,2,8,11,4,0,36,11,2,0,4,0
"131701060002","RED HOOK SENIOR HIGH SCHOOL",2014,"13170106","RED HOOK CSD","ROY PAISLEY","103 W MARKET ST","RED HOOK","8457582241","9-12",57,1,2,1,2,1,2,7,12,198,2,272,12,4,13,2,4,0,0,0,1,0,1,0
"131301040001","SEYMOUR SMITH INTERMEDIATE LEARNING CENTER",2012,"13130104","PINE PLAINS CSD","RICHARD AZOFF","41 ACADEMY ST","PINE PLAINS","5183983000","3-5",17,0,0,0,0,0,0,2,12,27,0,34,0,0,0,16,1,0,0,0,0,0,1,0
"131301040002","STISSING MOUNTAIN HIGH SCHOOL",2012,"13130104","PINE PLAINS CSD","TARA HORST","2829 CHURCH ST","PINE PLAINS","5183987181","9-12",25,0,0,0,0,0,0,2,8,98,0,125,2,2,0,15,2,0,0,0,0,0,1,0
"131701060004","LINDEN AVENUE MIDDLE SCHOOL",2014,"13170106","RED HOOK CSD","KATIE ZAHEDI","65 W MARKET ST","RED HOOK","8457582241","6-8",42,0,0,0,0,1,2,7,17,135,0,208,2,1,0,12,5,1,0,0,1,0,1,0
"131701060006","MILL ROAD-INTERMEDIATE GRADES",2014,"13170106","RED HOOK CSD","BRIAN BOYD","9 MILL RD","RED HOOK","8457582241","3-5, UE",36,0,0,0,0,2,6,2,6,34,0,54,0,0,0,14,2,0,0,0,0,0,1,0
"131701060008","MILL ROAD-PRIMARY GRADES",2014,"13170106","RED HOOK CSD","ERIN HAYES","9 MILL RD","RED HOOK","8457582241","K-2, UE",35,0,0,0,0,5,14,3,9,27,0,53,0,0,0,17,2,0,0,0,0,0,1,0
"131301040003","COLD SPRING EARLY LEARNING CENTER",2012,"13130104","PINE PLAINS CSD","JAMES GLYNN","358 HOMAN RD","STANFORDVILLE","8458687451","K-2",19,0,0,0,0,0,0,5,26,29,0,38,0,0,,12,1,0,0,0,0,0,1,0
"131301040004","STISSING MOUNTAIN MIDDLE SCHOOL",2012,"13130104","PINE PLAINS CSD","JOHN TRAVERSE","2829 CHURCH ST","PINE PLAINS","5183987181","6-8",20,0,0,0,0,0,0,2,10,68,0,103,0,0,75,26,1,0,0,0,0,0,1,0
"131500010000","POUGHKEEPSIE CITY SCHOOL DISTRICT",2012,"13150001","POUGHKEEPSIE CITY SD","LAVAL WILSON","11 COLLEGE AVE","POUGHKEEPSIE","8454514950","PK-12, US",329,0,0,0,0,6,2,63,19,830,0,1075,2,0,26,21,17,0,75,1,8,0,7,0
"131801040000","RHINEBECK CENTRAL SCHOOL DISTRICT",2014,"13180104","RHINEBECK CSD","JOSEPH PHELAN","45 N PARK RD","RHINEBECK","8458715520","K-12",102,0,0,0,0,5,5,37,36,279,0,406,3,1,8,7,14,0,26,5,2,0,3,0
"131801040001","RHINEBECK SENIOR HIGH SCHOOL",2014,"13180104","RHINEBECK CSD","EDWIN DAVENPORT","45 N PARK RD","RHINEBECK","8458715500","9-12",24,0,0,0,0,1,4,11,46,82,0,109,1,1,0,8,2,0,0,0,0,0,1,0
"131500010001","WARRING MAGNET ACADEMY OF SCIENCE AND TECHNOLOGY",2012,"13150001","POUGHKEEPSIE CITY SD","THOMAS HARTFORD","283 MANSION ST","POUGHKEEPSIE","8454514750","K-5",31,0,0,0,0,0,0,3,10,51,0,63,0,0,,14,8,0,0,0,0,0,1,0
"131500010003","GOV GEORGE CLINTON SCHOOL",2012,"13150001","POUGHKEEPSIE CITY SD","NADINE JACKSON-IVEY","100 MONTGOMERY ST","POUGHKEEPSIE","8454514600","K-5",21,0,0,0,0,0,0,6,29,26,0,27,0,0,50,35,3,0,0,0,0,0,1,0
"131801040002","CHANCELLOR LIVINGSTON ELEMENTARY SCHOOL",2014,"13180104","RHINEBECK CSD","BRETT KING","48 KNOLLWOOD RD","RHINEBECK","8458715570","K-5",39,0,0,0,0,2,5,16,41,51,0,83,0,0,0,5,3,0,0,0,1,0,1,0
"131801040003","BULKELEY MIDDLE SCHOOL",2014,"13180104","RHINEBECK CSD","JOHN KEMNITZER","45 N PARK RD","RHINEBECK","8458715500","6-8",22,0,0,0,0,0,0,7,32,87,0,121,0,0,33,9,1,0,0,0,0,0,1,0
"132101060000","WAPPINGERS CENTRAL SCHOOL DISTRICT",2014,"13210106","WAPPINGERS CSD","MARCO POCHINTESTA","167 MYERS CORNERS RD-STE 200","WAPPINGERS FALLS","8452985000","K-12, UE, US",798,0,0,0,0,20,3,138,17,2011,0,2833,6,0,21,7,103,4,213,79,12,0,15,0
"131500010006","G W KRIEGER SCHOOL",2012,"13150001","POUGHKEEPSIE CITY SD","MARGARET PINEIRO","265 HOOKER AVE","POUGHKEEPSIE","8454514660","K-5",35,0,0,0,0,1,3,6,17,39,0,56,0,0,,13,0,0,0,0,0,0,1,0
"131500010009","MORSE YOUNG MAGNET SCHOOL",2012,"13150001","POUGHKEEPSIE CITY SD","LISA THOMPSON","101 MANSION ST","POUGHKEEPSIE","8454514690","K-5",38,0,0,0,0,0,0,6,16,53,0,64,0,0,0,23,3,0,0,0,0,0,1,0
"131500010010","POUGHKEEPSIE HIGH SCHOOL",2012,"13150001","POUGHKEEPSIE CITY SD","EDGAR GLASCOTT","70 FORBUS ST","POUGHKEEPSIE","8454514850","9-12, US",91,0,0,0,0,3,3,24,26,313,0,406,2,0,9,16,15,0,0,0,5,0,1,0
"132101060001","BRINCKERHOFF ELEMENTARY SCHOOL",2014,"13210106","WAPPINGERS CSD","URSULA PLATZ","16 WEDGEWOOD RD","FISHKILL","8458976800","K-5",34,0,0,0,0,0,0,6,18,85,0,114,0,0,33,3,3,0,0,0,0,0,1,0
"132101060002","FISHKILL ELEMENTARY SCHOOL",2014,"13210106","WAPPINGERS CSD","ANDREW MCNALLY","20 CHURCH ST","FISHKILL","8458976780","K-5, UE",32,0,0,0,0,2,6,4,13,36,0,56,0,0,0,6,4,0,0,0,0,0,1,0
"131500010011","POUGHKEEPSIE MIDDLE SCHOOL",2012,"13150001","POUGHKEEPSIE CITY SD","RONEL COOK","55 COLLEGE AVE","POUGHKEEPSIE","8454514800","6-8, US",84,0,0,0,0,1,1,16,19,295,0,379,0,0,25,15,6,0,0,0,3,0,1,0
"131500010013","COLUMBUS SCHOOL",2012,"13150001","POUGHKEEPSIE CITY SD","NADINE STRAUGHN","12 S PERRY ST","POUGHKEEPSIE","8454514630","K-5",17,0,0,0,0,0,0,1,6,20,0,29,0,0,50,27,0,0,0,0,0,0,1,0
"132101060003","FISHKILL PLAINS ELEMENTARY SCHOOL",2014,"13210106","WAPPINGERS CSD","ERIC SEIPP","17 LAKE WALTON RD","WAPPINGERS FALLS","8452271770","K-5",42,0,0,0,0,1,2,8,19,56,0,89,0,0,,9,4,0,0,0,0,0,1,0
"132101060004","GAYHEAD SCHOOL",2014,"13210106","WAPPINGERS CSD","JOSE OLAVARRIA","15 ENTRY RD","HOPEWELL JUNCTION","8452271756","K-5, UE",62,0,0,0,0,0,0,9,15,87,0,117,0,0,25,6,6,0,0,0,1,0,1,0
"132101060005","JAMES S EVANS ELEMENTARY SCHOOL",2014,"13210106","WAPPINGERS CSD","LAUREN GUERRERO","747 OLD RT 9N","WAPPINGERS FALLS","8452985240","K-6",26,0,0,0,0,0,0,7,27,26,0,53,0,0,0,11,3,1,0,0,0,0,1,0
"131601060000","ARLINGTON CENTRAL SCHOOL DISTRICT",2012,"13160106","ARLINGTON CSD","LORENZO LICOPOLI","144 TODD HILL RD","LAGRANGEVILLE","8454864460","K-12, UE, US",688,0,0,0,0,15,2,78,11,1826,0,2424,37,2,39,11,90,4,42,139,13,0,12,0
"131601060001","ARTHUR S MAY SCHOOL",2012,"13160106","ARLINGTON CSD","SHERI PRIMEAUX","25 RAYMOND AVE","POUGHKEEPSIE","8454864960","K-5, UE",36,0,0,0,0,0,0,2,6,56,0,72,0,0,,14,4,0,0,0,0,0,1,0
"131601060002","BEEKMAN SCHOOL",2012,"13160106","ARLINGTON CSD","PHILIP BENANTE","201 LIME RIDGE RD","POUGHQUAG","8452271834","K-5",42,0,0,0,0,1,2,4,10,55,0,78,0,0,75,17,4,0,0,0,0,0,1,0
"132101060006","KINRY ROAD ELEMENTARY SCHOOL",2014,"13210106","WAPPINGERS CSD","MARY BISH","58 KINRY RD","POUGHKEEPSIE","8454637322","4-6",26,0,0,0,0,0,0,3,12,58,0,79,1,1,0,4,2,0,0,0,0,0,1,0
"132101060007","VASSAR ROAD ELEMENTARY SCHOOL",2014,"13210106","WAPPINGERS CSD","RICHARD DOMINICK","174 VASSAR RD","POUGHKEEPSIE","8454637860","K-3",21,0,0,0,0,0,0,0,0,27,0,35,0,0,,14,2,0,0,0,0,0,1,0
"131601060004","OVERLOOK PRIMARY SCHOOL",2012,"13160106","ARLINGTON CSD","MARGARET MARAIA","11 MAPLEVIEW RD EXT","POUGHKEEPSIE","8454864970","K-2",29,0,0,0,0,0,0,2,7,33,0,46,0,0,50,10,4,0,0,0,0,0,1,0
"131601060005","TRAVER ROAD PRIMARY SCHOOL",2012,"13160106","ARLINGTON CSD","MICAH BROWN","801 TRAVER RD","PLEASANT VALLEY","8456354300","K-2",22,0,0,0,0,1,5,1,5,21,0,28,0,0,0,13,4,0,0,0,0,0,1,0
"132101060008","SHEAFE ROAD ELEMENTARY SCHOOL",2014,"13210106","WAPPINGERS CSD","JAMES DALEY","287 SHEAFE RD","WAPPINGERS FALLS","8452985290","K-5",43,0,0,0,0,2,5,8,19,45,0,86,0,0,50,7,5,0,0,0,0,0,1,0
"132101060009","VAN WYCK JUNIOR HIGH SCHOOL",2014,"13210106","WAPPINGERS CSD","STEVE SHUCHAT","6 HILLSIDE LAKE RD","WAPPINGERS FALLS","8452271700","6-8, UE, US",100,0,0,0,0,3,3,18,18,347,0,477,2,0,11,7,9,0,0,0,2,0,1,0
"132101060010","WAPPINGERS JUNIOR HIGH SCHOOL",2014,"13210106","WAPPINGERS CSD","TERRENCE THOMPSON","30 MAJOR MACDONALD WAY","WAPPINGERS FALLS","8452985200","7-8",66,0,0,0,0,5,8,11,17,197,0,304,0,0,14,8,7,0,0,0,2,0,1,0
"131601060007","ARLINGTON MIDDLE SCHOOL",2012,"13160106","ARLINGTON CSD","RICHARD CARROLL","601 DUTCHESS TPKE","POUGHKEEPSIE","8454864480","6-8, US",55,0,0,0,0,0,0,9,16,201,0,268,14,5,22,18,5,0,0,0,1,0,1,0
"131601060008","ARLINGTON HIGH SCHOOL",2012,"13160106","ARLINGTON CSD","BRENDAN LYONS","1157 RT 55","LAGRANGEVILLE","8454864860","9-12, US",197,0,0,0,0,7,4,24,12,724,0,943,1,0,30,6,27,1,0,0,8,0,1,0
"131601060010","WEST ROAD/D'AQUANNIS INTERMEDIATE SCHOOL",2012,"13160106","ARLINGTON CSD","HEATHER OGBORN","181 WEST RD","PLEASANT VALLEY","8456354310","3-5",28,0,0,0,0,0,0,2,7,42,0,60,0,0,,7,2,0,0,0,0,0,1,0
"132101060011","ROY C KETCHAM SENIOR HIGH SCHOOL",2014,"13210106","WAPPINGERS CSD","G THOMAS STELLA","99 MYERS CORNERS RD","WAPPINGERS FALLS","8452985100","9-12, US",122,0,0,0,0,2,2,27,22,434,0,558,0,0,17,6,15,0,0,0,3,0,1,0
"132101060012","OAK GROVE ELEMENTARY SCHOOL",2014,"13210106","WAPPINGERS CSD","ANGELINA ALVAREZ-ROONEY","40 KERR RD","POUGHKEEPSIE","8452985280","K-5",25,0,0,0,0,0,0,1,4,37,0,56,0,0,0,8,4,0,0,0,0,0,1,0
"131601060011","NOXON ROAD ELEMENTARY SCHOOL",2012,"13160106","ARLINGTON CSD","BRADY FISTER","4 OLD NOXON RD","POUGHKEEPSIE","8454864950","K-5",31,0,0,0,0,0,0,6,19,40,0,60,0,0,75,23,3,0,0,0,0,0,1,0
"131601060012","LAGRANGE MIDDLE SCHOOL",2012,"13160106","ARLINGTON CSD","ERIC SCHETTER","110 STRINGHAM RD","LAGRANGEVILLE","8454864880","6-8",73,0,0,0,0,3,4,8,11,246,0,334,9,3,38,15,7,1,0,0,2,0,1,0
"132101060013","MYERS CORNERS SCHOOL",2014,"13210106","WAPPINGERS CSD","SYDNIE VASQUEZ","156 MYERS CORNERS RD","WAPPINGERS FALLS","8452985260","K-6",51,0,0,0,0,2,4,6,12,101,0,144,2,1,,10,6,1,0,0,1,0,1,0
"132101060015","JOHN JAY SENIOR HIGH SCHOOL",2014,"13210106","WAPPINGERS CSD","DWIGHT BONK","2012 RT 52","HOPEWELL JUNCTION","8458976700","9-12, US",141,0,0,0,0,3,2,30,21,456,0,632,1,0,33,8,16,0,0,0,3,0,1,0
"132101060016","ORCHARD VIEW ALTERNATIVE HIGH SCHOOL",2014,"13210106","WAPPINGERS CSD","RODGER DEHAY","167 MYERS CORNERS RD","WAPPINGERS FALLS","8452985000","9-12",7,0,0,0,0,0,0,0,0,19,0,33,0,0,50,33,0,2,0,0,0,0,1,0
"131601060013","TITUSVILLE INTERMEDIATE",2012,"13160106","ARLINGTON CSD","DANIEL SHORNSTEIN","128 MEADOW LN","POUGHKEEPSIE","8454864470","3-5",35,0,0,0,0,0,0,5,14,37,0,48,0,0,50,9,3,0,0,0,0,0,1,0
"131601060014","VAIL FARM ELEMENTARY SCHOOL",2012,"13160106","ARLINGTON CSD","DOROTHY PARIOT","1659 E NOXON RD","LAGRANGEVILLE","8452238030","K-5, UE",53,0,0,0,0,0,0,4,8,62,0,101,0,0,,9,5,1,0,0,1,0,1,0
"131601060015","UNION VALE MIDDLE SCHOOL",2012,"13160106","ARLINGTON CSD","STEVEN KERINS","1657 E NOXON RD","LAGRANGEVILLE","8452238600","6-8, UE, US",84,0,0,0,0,2,2,10,12,308,0,382,13,3,57,9,7,1,0,0,2,0,1,0
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT",2014,"13220104","MILLBROOK CSD","PHILIP D'ANGELO","43 ALDEN PL","MILLBROOK","8456774200","K-12",93,0,0,0,0,3,3,17,18,248,0,357,1,0,11,12,16,0,11,0,1,0,4,0
"132201040001","MILLBROOK MIDDLE SCHOOL",2014,"13220104","MILLBROOK CSD","PHYLLIS AMORI","43 ALDEN PL","MILLBROOK","8456774210","6-8",17,0,0,0,0,1,6,3,18,54,0,81,0,0,0,6,3,0,0,0,0,0,1,0
"131602020000","SPACKENKILL UNION FREE SCHOOL DISTRICT",2012,"13160202","SPACKENKILL UFSD","LOIS POWELL","15 CROFT RD","POUGHKEEPSIE","8454637800","K-12, US",160,0,0,0,0,11,7,22,14,410,0,632,9,1,35,13,22,0,41,1,1,1,4,0
"131602020001","HAGAN SCHOOL",2012,"13160202","SPACKENKILL UFSD","EILEEN SICINA","42 HAGAN DR","POUGHKEEPSIE","8454637840","K-5",36,0,0,0,0,1,3,2,6,53,0,91,0,0,67,21,1,0,0,0,0,0,1,0
"132201040002","ALDEN PLACE ELEMENTARY SCHOOL",2014,"13220104","MILLBROOK CSD","THOMAS LIBKA","41 ALDEN PL","MILLBROOK","8456774220","3-5",18,0,0,0,0,2,11,7,39,15,0,28,0,0,,12,3,0,0,0,0,0,1,0
"132201040003","ELM DRIVE ELEMENTARY SCHOOL",2014,"13220104","MILLBROOK CSD","KAREN FITZGERALD","12 ELM DR","MILLBROOK","8456774225","K-2",16,0,0,0,0,0,0,1,6,14,0,27,0,0,0,12,2,0,0,0,0,0,1,0
"132201040005","MILLBROOK HIGH SCHOOL",2014,"13220104","MILLBROOK CSD","SANDRA INTRIERI","70 CHURCH ST","MILLBROOK","8456772510","9-12",26,0,0,0,0,0,0,3,12,97,0,134,0,0,0,11,4,0,0,0,0,0,1,0
"131602020003","NASSAU SCHOOL",2012,"13160202","SPACKENKILL UFSD","JOHN FARRELL","7 NASSAU RD","POUGHKEEPSIE","8454637843","K-5",23,0,0,0,0,0,0,1,4,17,0,51,0,0,0,9,1,0,0,0,0,0,1,0
"131602020004","ORVILLE A TODD MIDDLE SCHOOL",2012,"13160202","SPACKENKILL UFSD","STEVEN MALKISCHER","11 CROFT RD","POUGHKEEPSIE","8454637830","6-8",41,0,0,0,0,4,10,8,20,114,0,188,4,2,60,18,3,0,0,0,0,1,1,0
"131602020005","SPACKENKILL HIGH SCHOOL",2012,"13160202","SPACKENKILL UFSD","PAUL FANUELE","112 SPACKENKILL RD","POUGHKEEPSIE","8454637810","9-12, US",51,0,0,0,0,6,12,9,18,188,0,247,5,2,13,8,5,0,0,0,1,0,1,0
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT",2014,"14010106","ALDEN CSD","ADAM STOLTMAN","13190 PARK ST","ALDEN","7169379116","PK-12, UE, US",137,0,0,0,0,3,2,10,7,352,0,561,3,1,20,8,15,0,20,2,1,0,3,0
"140101060003","ALDEN PRIMARY AT TOWNLINE",2014,"14010106","ALDEN CSD","THOMAS LYONS","11197 BROADWAY","ALDEN","7169379116","K-3",32,0,0,0,0,0,0,0,0,28,0,57,0,0,,6,8,0,0,0,0,0,1,0
"131701060000","RED HOOK CENTRAL SCHOOL DISTRICT",2012,"13170106","RED HOOK CSD","PAUL FINCH","9 MILL RD","RED HOOK","8457582241","PK-12, UE, US",177,1,1,2,1,6,3,21,12,467,1,635,10,2,15,10,19,1,16,0,1,0,5,0
"131701060002","RED HOOK SENIOR HIGH SCHOOL",2012,"13170106","RED HOOK CSD","ROY PAISLEY","103 W MARKET ST","RED HOOK","8457582241","9-12",55,1,2,1,2,2,4,7,13,207,1,272,5,2,17,6,7,1,0,0,0,0,2,0
"140101060005","ALDEN MIDDLE SCHOOL",2014,"14010106","ALDEN CSD","WILLIAM MACCOWAN","13250 PARK ST","ALDEN","7169379116","3-8, UE, US",54,0,0,0,0,1,2,2,4,128,0,220,2,1,0,9,3,0,0,0,0,0,1,0
"140101060006","ALDEN SENIOR HIGH SCHOOL",2014,"14010106","ALDEN CSD","KEVIN RYAN","13190 PARK ST","ALDEN","7169379116","9-12, US",39,0,0,0,0,2,5,6,15,149,0,211,0,0,33,6,4,0,0,0,1,0,1,0
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2014,"14020106","AMHERST CSD","LAURA CHABE","55 KINGS HWY","AMHERST","7163623051","PK-12, UE, US",278,0,0,0,0,8,3,26,9,670,0,976,8,1,30,7,41,3,58,31,4,0,5,0
"131701060004","LINDEN AVENUE MIDDLE SCHOOL",2012,"13170106","RED HOOK CSD","KATIE ZAHEDI","65 W MARKET ST","RED HOOK","8457582241","6-8, US",42,0,0,0,0,0,0,5,12,157,0,212,2,1,33,9,5,0,0,0,1,0,1,0
"131701060006","MILL ROAD-INTERMEDIATE GRADES",2012,"13170106","RED HOOK CSD","BRIAN BOYD","9 MILL RD","RED HOOK","8457582241","3-5, UE",35,0,0,0,0,1,3,4,11,34,0,54,0,0,0,14,1,0,0,0,0,0,1,0
"131701060008","MILL ROAD-PRIMARY GRADES",2012,"13170106","RED HOOK CSD","DONNA GAYNOR","9 MILL RD","RED HOOK","8457582241","K-2",37,0,0,1,3,3,8,4,11,42,2,59,1,2,0,11,2,0,0,0,0,0,1,0
"140201060001","AMHERST MIDDLE SCHOOL",2014,"14020106","AMHERST CSD","MICHAEL CORNELL","55 KINGS HWY","AMHERST","7163627100","6-8, UE, US",65,0,0,0,0,2,3,10,15,216,0,306,3,1,67,8,6,0,0,0,1,0,1,0
"140201060002","AMHERST CENTRAL HIGH SCHOOL",2014,"14020106","AMHERST CSD","GREGORY PIGEON","4301 MAIN ST","AMHERST","7163628100","9-12, US",86,0,0,0,0,1,1,12,14,308,0,421,5,1,0,0,2,4,0,0,1,1,1,0
"131801040000","RHINEBECK CENTRAL SCHOOL DISTRICT",2012,"13180104","RHINEBECK CSD","JOSEPH PHELAN","45 N PARK RD","RHINEBECK","8458715520","K-12",104,0,0,0,0,5,5,33,32,277,0,421,5,1,0,13,13,0,25,4,1,0,3,0
"131801040001","RHINEBECK SENIOR HIGH SCHOOL",2012,"13180104","RHINEBECK CSD","EDWIN DAVENPORT","45 N PARK RD","RHINEBECK","8458715500","9-12",27,0,0,0,0,1,4,11,41,94,0,136,0,0,0,12,2,0,0,0,0,0,1,0
"140201060005","SMALLWOOD DRIVE SCHOOL",2014,"14020106","AMHERST CSD","DANIEL LEWIS","300 SMALLWOOD DR","AMHERST","7163622100","K-5, UE",56,0,0,0,0,3,5,1,2,61,0,94,0,0,50,14,4,0,0,0,1,0,1,0
"140201060006","WINDERMERE BLVD SCHOOL",2014,"14020106","AMHERST CSD","JULIE FLANAGAN","291 WINDERMERE BLVD","AMHERST","7163624100","PK-5, UE",65,0,0,0,0,2,3,3,5,76,0,130,0,0,18,7,3,0,0,0,0,0,2,0
