"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","Completers","HSGraduates","RegentsDiplomas","PER_RegDipl","RegDipAdvDesig","PER_RegDipAdvDesig","RegDipCTE","PER_RegDipCTE","LocalDiplomas","PER_LocDip","CommCred","PER_CommCred"
"140600010107","LAFAYETTE HIGH SCHOOL",2012,"General Education",,"57","51","89","0","00",,,,,,
"140600010107","LAFAYETTE HIGH SCHOOL",2012,"Students with Disabilities",,"10","1","10","0","00",,,,,,
"140600010110","SOUTH PARK HIGH SCHOOL",2012,"All Students",,"133","109","82","0","00",,,,,,
"140600010110","SOUTH PARK HIGH SCHOOL",2012,"General Education",,"109","101","93","0","00",,,,,,
"140600010110","SOUTH PARK HIGH SCHOOL",2012,"Students with Disabilities",,"24","8","33","0","00",,,,,,
"140600010099","BENNETT HIGH SCHOOL",2012,"All Students",,"112","96","86","0","00",,,,,,
"140600010099","BENNETT HIGH SCHOOL",2012,"General Education",,"99","94","95","0","00",,,,,,
"140600010099","BENNETT HIGH SCHOOL",2012,"Students with Disabilities",,"13","2","15","0","00",,,,,,
"331400011474","PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS",2012,"All Students",,"179","153","85","6","03",,,,,,
"331400011474","PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS",2012,"General Education",,"165","149","90","6","04",,,,,,
"331400011474","PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS",2012,"Students with Disabilities",,"14","4","29","0","00",,,,,,
"332100011410","ABRAHAM LINCOLN HIGH SCHOOL",2012,"All Students",,"568","493","87","106","19",,,,,,
"332100011410","ABRAHAM LINCOLN HIGH SCHOOL",2012,"General Education",,"524","478","91","103","20",,,,,,
"332100011410","ABRAHAM LINCOLN HIGH SCHOOL",2012,"Students with Disabilities",,"44","15","34","3","07",,,,,,
"331300011419","SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCI, TECH AND CREATIVE ARTS",2012,"All Students",,"120","103","86","22","18",,,,,,
"331300011419","SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCI, TECH AND CREATIVE ARTS",2012,"General Education",,"112","103","92","22","20",,,,,,
"331300011419","SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCI, TECH AND CREATIVE ARTS",2012,"Students with Disabilities",,"8","0","00","0","00",,,,,,
"331900011420","FRANKLIN K LANE HIGH SCHOOL",2012,"All Students",,"79","24","30","0","00",,,,,,
"331900011420","FRANKLIN K LANE HIGH SCHOOL",2012,"General Education",,"69","24","35","0","00",,,,,,
"331900011420","FRANKLIN K LANE HIGH SCHOOL",2012,"Students with Disabilities",,"10","0","00","0","00",,,,,,
"331400011477","SCHOOL FOR LEGAL STUDIES",2012,"All Students",,"165","148","90","8","05",,,,,,
"331400011477","SCHOOL FOR LEGAL STUDIES",2012,"General Education",,"152","143","94","8","05",,,,,,
"331400011477","SCHOOL FOR LEGAL STUDIES",2012,"Students with Disabilities",,"13","5","38","0","00",,,,,,
"332200011425","JAMES MADISON HIGH SCHOOL",2012,"All Students",,"640","576","90","201","31",,,,,,
"332200011425","JAMES MADISON HIGH SCHOOL",2012,"General Education",,"580","549","95","194","33",,,,,,
"332200011425","JAMES MADISON HIGH SCHOOL",2012,"Students with Disabilities",,"60","27","45","7","12",,,,,,
"331500011429","BROOKLYN SCHOOL FOR GLOBAL STUDIES",2012,"All Students",,"72","67","93","0","00",,,,,,
"331500011429","BROOKLYN SCHOOL FOR GLOBAL STUDIES",2012,"General Education",,"61","58","95","0","00",,,,,,
"331500011429","BROOKLYN SCHOOL FOR GLOBAL STUDIES",2012,"Students with Disabilities",,"11","9","82","0","00",,,,,,
"331300011430","BROOKLYN TECHNICAL HIGH SCHOOL",2012,"All Students",,"1233","1232","100","1096","89",,,,,,
"331300011430","BROOKLYN TECHNICAL HIGH SCHOOL",2012,"General Education",,"1227","1226","100","1093","89",,,,,,
"331300011430","BROOKLYN TECHNICAL HIGH SCHOOL",2012,"Students with Disabilities",,"6","6","100","3","50",,,,,,
"332000011445","NEW UTRECHT HIGH SCHOOL",2012,"All Students",,"565","514","91","147","26",,,,,,
"332000011445","NEW UTRECHT HIGH SCHOOL",2012,"General Education",,"510","489","96","145","28",,,,,,
"332000011445","NEW UTRECHT HIGH SCHOOL",2012,"Students with Disabilities",,"55","25","45","2","04",,,,,,
"331600011455","BOYS AND GIRLS HIGH SCHOOL",2012,"All Students",,"237","174","73","6","03",,,,,,
"331600011455","BOYS AND GIRLS HIGH SCHOOL",2012,"General Education",,"215","167","78","6","03",,,,,,
"331600011455","BOYS AND GIRLS HIGH SCHOOL",2012,"Students with Disabilities",,"22","7","32","0","00",,,,,,
"580211060000","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT",2012,"All Students",,"790","742","94","273","35",,,,,,
"580211060000","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT",2012,"General Education",,"717","709","99","273","38",,,,,,
"580211060000","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"73","33","45","0","00",,,,,,
"500101060011","CLARKSTOWN NORTH SENIOR HIGH SCHOOL",2012,"All Students",,"353","339","96","239","68",,,,,,
"500101060011","CLARKSTOWN NORTH SENIOR HIGH SCHOOL",2012,"General Education",,"318","316","99","234","74",,,,,,
"500101060011","CLARKSTOWN NORTH SENIOR HIGH SCHOOL",2012,"Students with Disabilities",,"35","23","66","5","14",,,,,,
"461801040000","PULASKI CENTRAL SCHOOL DISTRICT",2012,"All Students",,"81","79","98","44","54",,,,,,
"461801040000","PULASKI CENTRAL SCHOOL DISTRICT",2012,"General Education",,"76","76","100","44","58",,,,,,
"461801040000","PULASKI CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"5","3","60","0","00",,,,,,
"461801040001","PULASKI HIGH SCHOOL",2012,"All Students",,"81","79","98","44","54",,,,,,
"461801040001","PULASKI HIGH SCHOOL",2012,"General Education",,"76","76","100","44","58",,,,,,
"461801040001","PULASKI HIGH SCHOOL",2012,"Students with Disabilities",,"5","3","60","0","00",,,,,,
"661901030000","RYE NECK UNION FREE SCHOOL DISTRICT",2012,"All Students",,"101","98","97","58","57",,,,,,
"661901030000","RYE NECK UNION FREE SCHOOL DISTRICT",2012,"General Education",,"87","87","100","57","66",,,,,,
"661901030000","RYE NECK UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities",,"14","11","79","1","07",,,,,,
"661901030002","RYE NECK SENIOR HIGH SCHOOL",2012,"All Students",,"97","95","98","57","59",,,,,,
"661901030002","RYE NECK SENIOR HIGH SCHOOL",2012,"General Education",,"85","85","100","57","67",,,,,,
"661901030002","RYE NECK SENIOR HIGH SCHOOL",2012,"Students with Disabilities",,"12","10","83","0","00",,,,,,
"661601030000","PELHAM UNION FREE SCHOOL DISTRICT",2012,"All Students",,"209","199","95","131","63",,,,,,
"661601030000","PELHAM UNION FREE SCHOOL DISTRICT",2012,"General Education",,"192","191","99","131","68",,,,,,
"661601030000","PELHAM UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities",,"17","8","47","0","00",,,,,,
"660407060004","WOODLANDS SENIOR HIGH SCHOOL",2012,"All Students",,"102","90","88","29","28",,,,,,
"660407060004","WOODLANDS SENIOR HIGH SCHOOL",2012,"General Education",,"91","86","95","29","32",,,,,,
"660407060004","WOODLANDS SENIOR HIGH SCHOOL",2012,"Students with Disabilities",,"11","4","36","0","00",,,,,,
"660406030000","EDGEMONT UNION FREE SCHOOL DISTRICT",2012,"All Students",,"140","140","100","0","00",,,,,,
"660406030000","EDGEMONT UNION FREE SCHOOL DISTRICT",2012,"General Education",,"127","127","100","0","00",,,,,,
"660406030000","EDGEMONT UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities",,"13","13","100","0","00",,,,,,
"580502020000","ISLIP UNION FREE SCHOOL DISTRICT",2012,"All Students",,"251","248","99","154","61",,,,,,
"580502020000","ISLIP UNION FREE SCHOOL DISTRICT",2012,"General Education",,"224","224","100","152","68",,,,,,
"580502020000","ISLIP UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities",,"27","24","89","2","07",,,,,,
"580501030006","BAY SHORE SENIOR HIGH SCHOOL",2012,"All Students",,"443","417","94","148","33",,,,,,
"580501030006","BAY SHORE SENIOR HIGH SCHOOL",2012,"General Education",,"386","378","98","145","38",,,,,,
"580501030006","BAY SHORE SENIOR HIGH SCHOOL",2012,"Students with Disabilities",,"57","39","68","3","05",,,,,,
"270601040000","FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT",2012,"All Students",,"105","98","93","52","50",,,,,,
"270601040000","FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT",2012,"General Education",,"97","95","98","52","54",,,,,,
"270601040000","FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"8","3","38","0","00",,,,,,
"400800010000","NIAGARA FALLS CITY SCHOOL DISTRICT",2012,"All Students",,"392","332","85","96","24",,,,,,
"400800010000","NIAGARA FALLS CITY SCHOOL DISTRICT",2012,"General Education",,"343","315","92","94","27",,,,,,
"400800010000","NIAGARA FALLS CITY SCHOOL DISTRICT",2012,"Students with Disabilities",,"49","17","35","2","04",,,,,,
"342400011520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE",2012,"All Students",,"83","77","93","0","00",,,,,,
"342400011520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE",2012,"General Education",,"73","73","100","0","00",,,,,,
"342400011520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE",2012,"Students with Disabilities",,"10","4","40","0","00",,,,,,
"342500011525","TOWNSEND HARRIS HIGH SCHOOL",2012,"All Students",,"269","269","100","266","99",,,,,,
"342500011525","TOWNSEND HARRIS HIGH SCHOOL",2012,"General Education",,"268","268","100","265","99",,,,,,
"342500011525","TOWNSEND HARRIS HIGH SCHOOL",2012,"Students with Disabilities",,"1","1","100","1","100",,,,,,
"342400011550","HIGH SCHOOL FOR ARTS AND BUSINESS",2012,"All Students",,"182","165","91","25","14",,,,,,
"342400011550","HIGH SCHOOL FOR ARTS AND BUSINESS",2012,"General Education",,"162","153","94","24","15",,,,,,
"342400011550","HIGH SCHOOL FOR ARTS AND BUSINESS",2012,"Students with Disabilities",,"20","12","60","1","05",,,,,,
"342800011505","HILLCREST HIGH SCHOOL",2012,"All Students",,"677","592","87","77","11",,,,,,
"342800011505","HILLCREST HIGH SCHOOL",2012,"General Education",,"631","567","90","74","12",,,,,,
"342800011505","HILLCREST HIGH SCHOOL",2012,"Students with Disabilities",,"46","25","54","3","07",,,,,,
"343000011555","NEWCOMERS HIGH SCHOOL",2012,"All Students",,"195","181","93","54","28",,,,,,
"343000011555","NEWCOMERS HIGH SCHOOL",2012,"General Education",,"195","181","93","54","28",,,,,,
"343000011555","NEWCOMERS HIGH SCHOOL",2012,"Students with Disabilities",,"0","0",,"0",,,,,,,
"343000011575","ACADEMY OF AMERICAN STUDIES",2012,"All Students",,"149","143","96","68","46",,,,,,
"343000011575","ACADEMY OF AMERICAN STUDIES",2012,"General Education",,"138","137","99","68","49",,,,,,
"343000011575","ACADEMY OF AMERICAN STUDIES",2012,"Students with Disabilities",,"11","6","55","0","00",,,,,,
"342400011600","QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL",2012,"All Students",,"253","223","88","21","08",,,,,,
"342400011600","QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL",2012,"General Education",,"222","208","94","20","09",,,,,,
"342400011600","QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL",2012,"Students with Disabilities",,"31","15","48","1","03",,,,,,
"342400011610","AVIATION CAREER AND TECHNICAL HIGH SCHOOL",2012,"All Students",,"434","424","98","178","41",,,,,,
"342400011610","AVIATION CAREER AND TECHNICAL HIGH SCHOOL",2012,"General Education",,"421","415","99","177","42",,,,,,
"342400011610","AVIATION CAREER AND TECHNICAL HIGH SCHOOL",2012,"Students with Disabilities",,"13","9","69","1","08",,,,,,
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT",2012,"All Students",,"146","144","99","69","47",,,,,,
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT",2012,"General Education",,"132","132","100","65","49",,,,,,
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"14","12","86","4","29",,,,,,
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT",2012,"All Students",,"105","95","90","40","38",,,,,,
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT",2012,"General Education",,"85","84","99","39","46",,,,,,
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"20","11","55","1","05",,,,,,
"110304040000","MCGRAW CENTRAL SCHOOL DISTRICT",2012,"All Students",,"45","39","87","18","40",,,,,,
"110304040000","MCGRAW CENTRAL SCHOOL DISTRICT",2012,"General Education",,"37","35","95","18","49",,,,,,
"110304040000","MCGRAW CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"8","4","50","0","00",,,,,,
"110701060001","HOMER SENIOR HIGH SCHOOL",2012,"All Students",,"160","141","88","77","48",,,,,,
"110701060001","HOMER SENIOR HIGH SCHOOL",2012,"General Education",,"137","132","96","77","56",,,,,,
"110701060001","HOMER SENIOR HIGH SCHOOL",2012,"Students with Disabilities",,"23","9","39","0","00",,,,,,
"110101040002","CINCINNATUS HIGH SCHOOL",2012,"All Students",,"39","37","95","13","33",,,,,,
"110101040002","CINCINNATUS HIGH SCHOOL",2012,"General Education",,"32","32","100","12","38",,,,,,
"110101040002","CINCINNATUS HIGH SCHOOL",2012,"Students with Disabilities",,"7","5","71","1","14",,,,,,
"661201060006","BYRAM HILLS HIGH SCHOOL",2012,"All Students",,"208","208","100","0","00",,,,,,
"661201060006","BYRAM HILLS HIGH SCHOOL",2012,"General Education",,"186","186","100","0","00",,,,,,
"661201060006","BYRAM HILLS HIGH SCHOOL",2012,"Students with Disabilities",,"22","22","100","0","00",,,,,,
"661100010016","NEW ROCHELLE HIGH SCHOOL",2012,"All Students",,"663","595","90","204","31",,,,,,
"661100010016","NEW ROCHELLE HIGH SCHOOL",2012,"General Education",,"605","561","93","200","33",,,,,,
"661100010016","NEW ROCHELLE HIGH SCHOOL",2012,"Students with Disabilities",,"58","34","59","4","07",,,,,,
"342800011680","QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL",2012,"All Students",,"98","98","100","60","61",,,,,,
"342800011680","QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL",2012,"General Education",,"98","98","100","60","61",,,,,,
"342800011680","QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL",2012,"Students with Disabilities",,"0","0",,"0",,,,,,,
"342500011670","ROBERT F KENNEDY COMMUNITY HIGH SCHOOL",2012,"All Students",,"159","127","80","24","15",,,,,,
"342500011670","ROBERT F KENNEDY COMMUNITY HIGH SCHOOL",2012,"General Education",,"139","118","85","23","17",,,,,,
"342500011670","ROBERT F KENNEDY COMMUNITY HIGH SCHOOL",2012,"Students with Disabilities",,"20","9","45","1","05",,,,,,
"342900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #29",2012,"All Students",,"667","569","85","38","06",,,,,,
"342900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #29",2012,"General Education",,"602","546","91","37","06",,,,,,
"342900010000","NEW YORK CITY GEOGRAPHIC DISTRICT #29",2012,"Students with Disabilities",,"65","23","35","1","02",,,,,,
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT",2012,"All Students",,"132","124","94","11","08",,,,,,
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT",2012,"General Education",,"116","115","99","11","09",,,,,,
"141800010000","LACKAWANNA CITY SCHOOL DISTRICT",2012,"Students with Disabilities",,"16","9","56","0","00",,,,,,
"141701040000","HOLLAND CENTRAL SCHOOL DISTRICT",2012,"All Students",,"78","76","97","35","45",,,,,,
"141701040000","HOLLAND CENTRAL SCHOOL DISTRICT",2012,"General Education",,"71","71","100","35","49",,,,,,
"141701040000","HOLLAND CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"7","5","71","0","00",,,,,,
"550301060004","WATKINS GLEN CENTRAL HIGH SCHOOL",2012,"All Students",,"96","92","96","34","35",,,,,,
"550301060004","WATKINS GLEN CENTRAL HIGH SCHOOL",2012,"General Education",,"89","89","100","34","38",,,,,,
"550301060004","WATKINS GLEN CENTRAL HIGH SCHOOL",2012,"Students with Disabilities",,"7","3","43","0","00",,,,,,
"321000010368","IN-TECH ACADEMY (MS/HS 368)",2012,"All Students",,"122","98","80","7","06",,,,,,
"321000010368","IN-TECH ACADEMY (MS/HS 368)",2012,"General Education",,"110","93","85","7","06",,,,,,
"321000010368","IN-TECH ACADEMY (MS/HS 368)",2012,"Students with Disabilities",,"12","5","42","0","00",,,,,,
"321000011268","KINGSBRIDGE INTERNATIONAL HIGH SCHOOL",2012,"All Students",,"69","61","88","18","26",,,,,,
"321000011268","KINGSBRIDGE INTERNATIONAL HIGH SCHOOL",2012,"General Education",,"69","61","88","18","26",,,,,,
"321000011268","KINGSBRIDGE INTERNATIONAL HIGH SCHOOL",2012,"Students with Disabilities",,"0","0",,"0",,,,,,,
"310200011308","LOWER MANHATTAN ARTS ACADEMY",2012,"All Students",,"45","34","76","2","04",,,,,,
"310200011308","LOWER MANHATTAN ARTS ACADEMY",2012,"General Education",,"31","29","94","2","06",,,,,,
"310200011308","LOWER MANHATTAN ARTS ACADEMY",2012,"Students with Disabilities",,"14","5","36","0","00",,,,,,
"320900011252","MOTT HALL BRONX HIGH SCHOOL",2012,"All Students",,"66","65","98","2","03",,,,,,
"320900011252","MOTT HALL BRONX HIGH SCHOOL",2012,"General Education",,"64","63","98","2","03",,,,,,
"320900011252","MOTT HALL BRONX HIGH SCHOOL",2012,"Students with Disabilities",,"2","2","100","0","00",,,,,,
"342900011259","PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL",2012,"All Students",,"54","48","89","2","04",,,,,,
"342900011259","PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL",2012,"General Education",,"52","48","92","2","04",,,,,,
"342900011259","PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL",2012,"Students with Disabilities",,"2","0","00","0","00",,,,,,
"580224030000","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT",2012,"All Students",,"643","598","93","213","33",,,,,,
"580224030000","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT",2012,"General Education",,"580","569","98","213","37",,,,,,
"580224030000","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities",,"63","29","46","0","00",,,,,,
"572901040004","HAMMONDSPORT JUNIOR-SENIOR HIGH SCHOOL",2012,"All Students",,"39","39","100","11","28",,,,,,
"572901040004","HAMMONDSPORT JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"37","37","100","11","30",,,,,,
"572901040004","HAMMONDSPORT JUNIOR-SENIOR HIGH SCHOOL",2012,"Students with Disabilities",,"2","2","100","0","00",,,,,,
"571901040000","ARKPORT CENTRAL SCHOOL DISTRICT",2012,"All Students",,"48","45","94","19","40",,,,,,
"571901040000","ARKPORT CENTRAL SCHOOL DISTRICT",2012,"General Education",,"43","43","100","19","44",,,,,,
"571901040000","ARKPORT CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"5","2","40","0","00",,,,,,
"572702040000","JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT",2012,"All Students",,"41","36","88","20","49",,,,,,
"572702040000","JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT",2012,"General Education",,"38","35","92","20","53",,,,,,
"572702040000","JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities",,"3","1","33","0","00",,,,,,
"571901040004","ARKPORT CENTRAL SCHOOL",2012,"All Students",,"45","43","96","19","42",,,,,,
"571901040004","ARKPORT CENTRAL SCHOOL",2012,"General Education",,"41","41","100","19","46",,,,,,
"571901040004","ARKPORT CENTRAL SCHOOL",2012,"Students with Disabilities",,"4","2","50","0","00",,,,,,
