"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","DROPOUT","PER_DROPOUT","EQUIV","PER_EQUIV","TOTALNON","PER_TOTALNON","TOTAL_ENROLLMENT_BASE"
"580301020000","EAST HAMPTON UNION FREE SCHOOL DISTRICT",2012,"General Education","14","02","2","00","16","02",787
"580301020000","EAST HAMPTON UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities","3","02","2","02","5","04",121
"580235060006","BELLPORT SENIOR HIGH SCHOOL",2012,"All Students","35","03","4","00","39","03",1343
"580235060006","BELLPORT SENIOR HIGH SCHOOL",2012,"General Education","29","03","4","00","33","03",1152
"580235060006","BELLPORT SENIOR HIGH SCHOOL",2012,"Students with Disabilities","6","03","0","00","6","03",191
"580104030000","LINDENHURST UNION FREE SCHOOL DISTRICT",2012,"All Students","51","02","0","00","51","02",2305
"580104030000","LINDENHURST UNION FREE SCHOOL DISTRICT",2012,"General Education","37","02","0","00","37","02",1891
"580104030000","LINDENHURST UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities","14","03","0","00","14","03",414
"310500860848","HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS",2012,"All Students","0","00","0","00","0","00",105
"310500860848","HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS",2012,"General Education","0","00","0","00","0","00",95
"310500860848","HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS",2012,"Students with Disabilities","0","00","0","00","0","00",10
"331700011531","SCHOOL FOR HUMAN RIGHTS (THE)",2012,"All Students","10","04","1","00","11","04",252
"331700011531","SCHOOL FOR HUMAN RIGHTS (THE)",2012,"General Education","9","04","0","00","9","04",216
"331700011531","SCHOOL FOR HUMAN RIGHTS (THE)",2012,"Students with Disabilities","1","03","1","03","2","06",36
"321100011299","ASTOR COLLEGIATE ACADEMY",2012,"All Students","26","05","1","00","27","05",501
"321100011299","ASTOR COLLEGIATE ACADEMY",2012,"General Education","18","05","0","00","18","05",380
"321100011299","ASTOR COLLEGIATE ACADEMY",2012,"Students with Disabilities","8","07","1","01","9","07",121
"321100011290","BRONX ACADEMY OF HEALTH CAREERS",2012,"All Students","26","05","4","01","30","06",482
"321100011290","BRONX ACADEMY OF HEALTH CAREERS",2012,"General Education","17","04","3","01","20","05",385
"321100011290","BRONX ACADEMY OF HEALTH CAREERS",2012,"Students with Disabilities","9","09","1","01","10","10",97
"321000011213","BRONX ENGINEERING AND TECHNOLOGY ACADEMY",2012,"All Students","10","02","1","00","11","02",442
"321000011213","BRONX ENGINEERING AND TECHNOLOGY ACADEMY",2012,"General Education","8","02","0","00","8","02",345
"321000011213","BRONX ENGINEERING AND TECHNOLOGY ACADEMY",2012,"Students with Disabilities","2","02","1","01","3","03",97
"321100011249","BRONX HEALTH SCIENCES HIGH SCHOOL",2012,"All Students","0","00","0","00","0","00",378
"321100011249","BRONX HEALTH SCIENCES HIGH SCHOOL",2012,"General Education","0","00","0","00","0","00",351
"321100011249","BRONX HEALTH SCIENCES HIGH SCHOOL",2012,"Students with Disabilities","0","00","0","00","0","00",27
"321100011253","BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS",2012,"All Students","31","07","8","02","39","09",421
"321100011253","BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS",2012,"General Education","27","08","5","02","32","10",332
"321100011253","BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS",2012,"Students with Disabilities","4","04","3","03","7","08",89
"321100011265","BRONX LAB SCHOOL",2012,"All Students","23","05","4","01","27","06",486
"321100011265","BRONX LAB SCHOOL",2012,"General Education","21","05","3","01","24","06",408
"321100011265","BRONX LAB SCHOOL",2012,"Students with Disabilities","2","03","1","01","3","04",78
"260801060000","EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT",2012,"All Students","15","01","5","00","20","02",1038
"260801060000","EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT",2012,"General Education","10","01","4","00","14","02",870
"260801060000","EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","5","03","1","01","6","04",168
"260801060006","EASTRIDGE SENIOR HIGH SCHOOL",2012,"All Students","9","01","4","00","13","01",984
"260801060006","EASTRIDGE SENIOR HIGH SCHOOL",2012,"General Education","8","01","3","00","11","01",857
"260801060006","EASTRIDGE SENIOR HIGH SCHOOL",2012,"Students with Disabilities","1","01","1","01","2","02",127
"260901060004","HONEOYE FALLS-LIMA SENIOR HIGH SCHOOL",2012,"All Students","7","01","1","00","8","01",802
"260901060004","HONEOYE FALLS-LIMA SENIOR HIGH SCHOOL",2012,"General Education","3","00","1","00","4","01",701
"260901060004","HONEOYE FALLS-LIMA SENIOR HIGH SCHOOL",2012,"Students with Disabilities","4","04","0","00","4","04",101
"321200011511","BRONX ENVISION ACADEMY",2012,"All Students","1","03","0","00","1","03",32
"321200011511","BRONX ENVISION ACADEMY",2012,"General Education","1","02","0","00","1","02",51
"321200011511","BRONX ENVISION ACADEMY",2012,"Students with Disabilities","0",,"0",,"0",,0
"321200010318","IS 318 MATH, SCIENCE & TECH THROUGH ARTS SCHOOL",2012,"All Students","2","100","0","00","2","100",2
"321200010318","IS 318 MATH, SCIENCE & TECH THROUGH ARTS SCHOOL",2012,"General Education","0",,"0",,"0",,0
"321200010318","IS 318 MATH, SCIENCE & TECH THROUGH ARTS SCHOOL",2012,"Students with Disabilities","1","50","0","00","1","50",2
"321200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #12",2012,"All Students","572","09","97","02","669","11",6320
"321200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #12",2012,"General Education","430","09","71","01","501","10",4830
"321200010000","NEW YORK CITY GEOGRAPHIC DISTRICT #12",2012,"Students with Disabilities","142","10","26","02","168","11",1490
"662401060000","LAKELAND CENTRAL SCHOOL DISTRICT",2012,"All Students","11","01","9","00","20","01",2125
"662401060000","LAKELAND CENTRAL SCHOOL DISTRICT",2012,"General Education","6","00","8","00","14","01",1737
"662401060000","LAKELAND CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","5","01","1","00","6","02",388
"660202030000","CROTON-HARMON UNION FREE SCHOOL DISTRICT",2012,"All Students","3","01","0","00","3","01",564
"660202030000","CROTON-HARMON UNION FREE SCHOOL DISTRICT",2012,"General Education","2","00","0","00","2","00",492
"660202030000","CROTON-HARMON UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities","1","01","0","00","1","01",72
"660202030003","CROTON-HARMON HIGH SCHOOL",2012,"All Students","3","01","0","00","3","01",552
"660202030003","CROTON-HARMON HIGH SCHOOL",2012,"General Education","2","00","0","00","2","00",492
"660202030003","CROTON-HARMON HIGH SCHOOL",2012,"Students with Disabilities","1","02","0","00","1","02",60
"621601060000","SAUGERTIES CENTRAL SCHOOL DISTRICT",2012,"All Students","44","04","10","01","54","05",1060
"621601060000","SAUGERTIES CENTRAL SCHOOL DISTRICT",2012,"General Education","33","04","4","00","37","04",881
"621601060000","SAUGERTIES CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","11","06","6","03","17","09",179
"621601060007","SAUGERTIES SENIOR HIGH SCHOOL",2012,"All Students","42","04","10","01","52","05",1027
"621601060007","SAUGERTIES SENIOR HIGH SCHOOL",2012,"General Education","33","04","4","00","37","04",879
"621601060007","SAUGERTIES SENIOR HIGH SCHOOL",2012,"Students with Disabilities","9","06","6","04","15","10",148
"590901060006","LIBERTY MIDDLE/HIGH SCHOOL",2012,"All Students","8","02","2","00","10","02",475
"590901060006","LIBERTY MIDDLE/HIGH SCHOOL",2012,"General Education","6","01","2","00","8","02",414
"590901060006","LIBERTY MIDDLE/HIGH SCHOOL",2012,"Students with Disabilities","2","03","0","00","2","03",61
"590901060000","LIBERTY CENTRAL SCHOOL DISTRICT",2012,"All Students","19","04","2","00","21","04",508
"590901060000","LIBERTY CENTRAL SCHOOL DISTRICT",2012,"General Education","9","02","2","00","11","03",425
"590901060000","LIBERTY CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","10","12","0","00","10","12",83
"590801040000","ELDRED CENTRAL SCHOOL DISTRICT",2012,"All Students","3","01","2","01","5","02",238
"590801040000","ELDRED CENTRAL SCHOOL DISTRICT",2012,"General Education","1","00","1","00","2","01",212
"590801040000","ELDRED CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","2","08","1","04","3","12",26
"590801040001","ELDRED JUNIOR-SENIOR HIGH SCHOOL",2012,"All Students","3","01","2","01","5","02",219
"590801040001","ELDRED JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education","1","00","1","00","2","01",205
"590801040001","ELDRED JUNIOR-SENIOR HIGH SCHOOL",2012,"Students with Disabilities","2","14","1","07","3","21",14
"590501060000","FALLSBURG CENTRAL SCHOOL DISTRICT",2012,"All Students","13","03","1","00","14","03",406
"590501060000","FALLSBURG CENTRAL SCHOOL DISTRICT",2012,"General Education","10","03","1","00","11","03",330
"590501060000","FALLSBURG CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","3","04","0","00","3","04",76
"321200011682","FANNIE LOU HAMER FREEDOM HIGH SCHOOL",2012,"All Students","22","05","4","01","26","05",484
"321200011682","FANNIE LOU HAMER FREEDOM HIGH SCHOOL",2012,"General Education","17","05","3","01","20","06",351
"321200011682","FANNIE LOU HAMER FREEDOM HIGH SCHOOL",2012,"Students with Disabilities","5","04","1","01","6","05",133
"321200011684","WINGS ACADEMY",2012,"All Students","30","06","10","02","40","07",536
"321200011684","WINGS ACADEMY",2012,"General Education","23","06","6","01","29","07",410
"321200011684","WINGS ACADEMY",2012,"Students with Disabilities","7","06","4","03","11","09",126
"321200011690","MONROE ACADEMY FOR BUSINESS/LAW",2012,"All Students","30","12","8","03","38","15",251
"321200011690","MONROE ACADEMY FOR BUSINESS/LAW",2012,"General Education","20","10","5","02","25","12",204
"321200011690","MONROE ACADEMY FOR BUSINESS/LAW",2012,"Students with Disabilities","10","21","3","06","13","28",47
"321200011692","MONROE ACADEMY FOR VISUAL ARTS & DESIGN",2012,"All Students","34","07","10","02","44","09",472
"321200011692","MONROE ACADEMY FOR VISUAL ARTS & DESIGN",2012,"General Education","30","08","6","02","36","10",367
"321200011692","MONROE ACADEMY FOR VISUAL ARTS & DESIGN",2012,"Students with Disabilities","4","04","4","04","8","08",105
"321200011480","BRONX REGIONAL HIGH SCHOOL",2012,"All Students","119","42","12","04","131","47",281
"321200011480","BRONX REGIONAL HIGH SCHOOL",2012,"General Education","116","45","10","04","126","49",257
"321200011480","BRONX REGIONAL HIGH SCHOOL",2012,"Students with Disabilities","3","13","2","08","5","21",24
"320700011495","UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE",2012,"All Students","14","03","3","01","17","04",461
"320700011495","UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE",2012,"General Education","11","03","3","01","14","03",434
"320700011495","UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE",2012,"Students with Disabilities","3","11","0","00","3","11",27
"320700011500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",2012,"All Students","7","02","1","00","8","03",315
"320700011500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",2012,"General Education","4","01","1","00","5","02",279
"320700011500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",2012,"Students with Disabilities","3","08","0","00","3","08",36
"651503040000","RED CREEK CENTRAL SCHOOL DISTRICT",2012,"All Students","3","01","0","00","3","01",307
"651503040000","RED CREEK CENTRAL SCHOOL DISTRICT",2012,"General Education","1","00","0","00","1","00",251
"651503040000","RED CREEK CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","2","04","0","00","2","04",56
"651402040002","WILLIAMSON SENIOR HIGH SCHOOL",2012,"All Students","9","02","8","02","17","04",382
"651402040002","WILLIAMSON SENIOR HIGH SCHOOL",2012,"General Education","6","02","6","02","12","04",323
"651402040002","WILLIAMSON SENIOR HIGH SCHOOL",2012,"Students with Disabilities","3","05","2","03","5","08",59
"620901060001","RONDOUT VALLEY HIGH SCHOOL",2012,"All Students","17","02","6","01","23","03",707
"620901060001","RONDOUT VALLEY HIGH SCHOOL",2012,"General Education","8","01","4","01","12","02",556
"620901060001","RONDOUT VALLEY HIGH SCHOOL",2012,"Students with Disabilities","9","06","2","01","11","07",151
"620803040000","HIGHLAND CENTRAL SCHOOL DISTRICT",2012,"All Students","18","03","6","01","24","04",640
"620803040000","HIGHLAND CENTRAL SCHOOL DISTRICT",2012,"General Education","14","03","5","01","19","03",552
"620803040000","HIGHLAND CENTRAL SCHOOL DISTRICT",2012,"Students with Disabilities","4","05","1","01","5","06",88
"620803040002","HIGHLAND HIGH SCHOOL",2012,"All Students","15","02","3","00","18","03",609
"620803040002","HIGHLAND HIGH SCHOOL",2012,"General Education","11","02","3","01","14","03",539
"620803040002","HIGHLAND HIGH SCHOOL",2012,"Students with Disabilities","4","06","0","00","4","06",70
"581004020000","FISHERS ISLAND UNION FREE SCHOOL DISTRICT",2012,"All Students","0","00","0","00","0","00",33
"581004020000","FISHERS ISLAND UNION FREE SCHOOL DISTRICT",2012,"General Education","0","00","0","00","0","00",27
"581004020000","FISHERS ISLAND UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities","0","00","0","00","0","00",6
"581004020001","FISHERS ISLAND SCHOOL",2012,"All Students","0","00","0","00","0","00",33
"581004020001","FISHERS ISLAND SCHOOL",2012,"General Education","0","00","0","00","0","00",27
"581004020001","FISHERS ISLAND SCHOOL",2012,"Students with Disabilities","0","00","0","00","0","00",6
"581005020000","SOUTHOLD UNION FREE SCHOOL DISTRICT",2012,"All Students","1","00","0","00","1","00",305
"581005020000","SOUTHOLD UNION FREE SCHOOL DISTRICT",2012,"General Education","1","00","0","00","1","00",249
"581005020000","SOUTHOLD UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities","0","00","0","00","0","00",56
"580909020000","BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT",2012,"All Students","1","02","0","00","1","02",44
"580909020000","BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT",2012,"General Education","0","00","0","00","0","00",38
"580909020000","BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT",2012,"Students with Disabilities","1","17","0","00","1","17",6
"342800011620","THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL",2012,"All Students","51","02","3","00","54","02",2270
"342800011620","THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL",2012,"General Education","34","02","2","00","36","02",1995
"342800011620","THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL",2012,"Students with Disabilities","17","06","1","00","18","07",275
"342400011455","NEWTOWN HIGH SCHOOL",2012,"All Students","185","07","32","01","217","09",2511
"342400011455","NEWTOWN HIGH SCHOOL",2012,"General Education","173","08","27","01","200","09",2216
"342400011455","NEWTOWN HIGH SCHOOL",2012,"Students with Disabilities","12","04","5","02","17","06",295
"310100011458","FORSYTHE SATELLITE ACADEMY",2012,"All Students","98","52","14","07","112","60",187
"310100011458","FORSYTHE SATELLITE ACADEMY",2012,"General Education","86","52","11","07","97","58",166
"310100011458","FORSYTHE SATELLITE ACADEMY",2012,"Students with Disabilities","12","57","3","14","15","71",21
"331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2012,"All Students","512","06","44","01","556","06",8682
"331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2012,"General Education","391","05","28","00","419","06",7234
"331700010000","NEW YORK CITY GEOGRAPHIC DISTRICT #17",2012,"Students with Disabilities","121","08","16","01","137","09",1448
"331700010002","MS 2",2012,"All Students","1","100","0","00","1","100",1
"331700010002","MS 2",2012,"General Education","0",,"0",,"0",,0
"331700010002","MS 2",2012,"Students with Disabilities","0",,"0",,"0",,0
"320700011670","HEALTH OPPORTUNITIES HIGH SCHOOL",2012,"All Students","27","05","3","01","30","05",592
"320700011670","HEALTH OPPORTUNITIES HIGH SCHOOL",2012,"General Education","18","04","3","01","21","04",476
"320700011670","HEALTH OPPORTUNITIES HIGH SCHOOL",2012,"Students with Disabilities","9","08","0","00","9","08",116
"320900011403","BRONX INTERNATIONAL HIGH SCHOOL",2012,"All Students","17","04","4","01","21","05",385
"320900011403","BRONX INTERNATIONAL HIGH SCHOOL",2012,"General Education","17","04","4","01","21","06",379
"320900011403","BRONX INTERNATIONAL HIGH SCHOOL",2012,"Students with Disabilities","0","00","0","00","0","00",6
"320800011405","HERBERT H LEHMAN HIGH SCHOOL",2012,"All Students","257","07","43","01","300","08",3639
"320800011405","HERBERT H LEHMAN HIGH SCHOOL",2012,"General Education","188","07","30","01","218","08",2810
"320800011405","HERBERT H LEHMAN HIGH SCHOOL",2012,"Students with Disabilities","69","08","13","02","82","10",829
"321100011415","CHRISTOPHER COLUMBUS HIGH SCHOOL",2012,"All Students","136","19","9","01","145","20",716
"321100011415","CHRISTOPHER COLUMBUS HIGH SCHOOL",2012,"General Education","92","18","5","01","97","19",522
"321100011415","CHRISTOPHER COLUMBUS HIGH SCHOOL",2012,"Students with Disabilities","44","23","4","02","48","25",194
"321000011440","DEWITT CLINTON HIGH SCHOOL",2012,"All Students","339","08","76","02","415","10",4200
"321000011440","DEWITT CLINTON HIGH SCHOOL",2012,"General Education","281","08","53","02","334","10",3485
"321000011440","DEWITT CLINTON HIGH SCHOOL",2012,"Students with Disabilities","58","08","23","03","81","11",715
"321000011445","BRONX HIGH SCHOOL OF SCIENCE",2012,"All Students","0","00","0","00","0","00",3016
"321000011445","BRONX HIGH SCHOOL OF SCIENCE",2012,"General Education","0","00","0","00","0","00",2992
"321000011445","BRONX HIGH SCHOOL OF SCIENCE",2012,"Students with Disabilities","0","00","0","00","0","00",24
"321100011455","HARRY S TRUMAN HIGH SCHOOL",2012,"All Students","161","09","23","01","184","10",1755
"321100011455","HARRY S TRUMAN HIGH SCHOOL",2012,"General Education","120","09","19","01","139","11",1309
"321100011455","HARRY S TRUMAN HIGH SCHOOL",2012,"Students with Disabilities","41","09","4","01","45","10",446
"321000011475","JOHN F KENNEDY HIGH SCHOOL",2012,"All Students","103","14","8","01","111","16",714
"321000011475","JOHN F KENNEDY HIGH SCHOOL",2012,"General Education","83","15","8","01","91","16",559
"321000011475","JOHN F KENNEDY HIGH SCHOOL",2012,"Students with Disabilities","20","13","0","00","20","13",155
"320900011525","BRONX LEADERSHIP ACADEMY HIGH SCHOOL",2012,"All Students","22","03","7","01","29","04",698
"320900011525","BRONX LEADERSHIP ACADEMY HIGH SCHOOL",2012,"General Education","14","03","6","01","20","04",545
