"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","TOTAL_GRAD_PLAN","NUM_4YR_COLLEGE","PER_4YR_COLLEGE","NUM_2YR_COLLEGE","PER_2YR_COLLEGE","NUM_POST_SECONDARY","PER_POST_SECONDARY","NUM_MILITARY","PER_MILITARY","NUM_EMPLOYMENT","PER_EMPLOYMENT","NUM_ADULT_SERVICES","PER_ADULT_SERVICES","NUM_OTHER","PER_OTHER","NUM_UNKNOWN","PER_UNKNOWN"
"132101060011","ROY C KETCHAM SENIOR HIGH SCHOOL",2013,"All Students",446,"159","36","205","46","19","04","30","07","33","07","0","00","0","00","0","00"
"132101060011","ROY C KETCHAM SENIOR HIGH SCHOOL",2013,"General Education",383,"154","40","174","45","13","03","24","06","18","05","0","00","0","00","0","00"
"132101060011","ROY C KETCHAM SENIOR HIGH SCHOOL",2013,"Students with Disabilities",63,"5","08","31","49","6","10","6","10","15","24","0","00","0","00","0","00"
"132101060015","JOHN JAY SENIOR HIGH SCHOOL",2013,"All Students",509,"231","45","248","49","1","00","7","01","21","04","0","00","1","00","0","00"
"132101060015","JOHN JAY SENIOR HIGH SCHOOL",2013,"General Education",453,"229","51","208","46","0","00","4","01","11","02","0","00","1","00","0","00"
"132101060015","JOHN JAY SENIOR HIGH SCHOOL",2013,"Students with Disabilities",56,"2","04","40","71","1","02","3","05","10","18","0","00","0","00","0","00"
"132101060016","ORCHARD VIEW ALTERNATIVE HIGH SCHOOL",2013,"All Students",17,"1","06","11","65","1","06","0","00","2","12","0","00","1","06","1","06"
"132101060016","ORCHARD VIEW ALTERNATIVE HIGH SCHOOL",2013,"General Education",15,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"132101060016","ORCHARD VIEW ALTERNATIVE HIGH SCHOOL",2013,"Students with Disabilities",2,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT",2013,"All Students",96,"42","44","41","43","0","00","3","03","4","04","3","03","3","03","0","00"
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT",2013,"General Education",78,"38","49","34","44","0","00","3","04","1","01","0","00","2","03","0","00"
"132201040000","MILLBROOK CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities",18,"4","22","7","39","0","00","0","00","3","17","3","17","1","06","0","00"
"132201040005","MILLBROOK HIGH SCHOOL",2013,"All Students",92,"42","46","41","45","0","00","3","03","4","04","0","00","2","02","0","00"
"132201040005","MILLBROOK HIGH SCHOOL",2013,"General Education",78,"38","49","34","44","0","00","3","04","1","01","0","00","2","03","0","00"
"132201040005","MILLBROOK HIGH SCHOOL",2013,"Students with Disabilities",14,"4","29","7","50","0","00","0","00","3","21","0","00","0","00","0","00"
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT",2013,"All Students",129,"48","37","50","39","3","02","4","03","20","16","0","00","0","00","4","03"
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT",2013,"General Education",114,"48","42","40","35","3","03","4","04","17","15","0","00","0","00","2","02"
"140101060000","ALDEN CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities",15,"0","00","10","67","0","00","0","00","3","20","0","00","0","00","2","13"
"140101060006","ALDEN SENIOR HIGH SCHOOL",2013,"All Students",128,"48","38","50","39","3","02","4","03","20","16","0","00","0","00","3","02"
"140101060006","ALDEN SENIOR HIGH SCHOOL",2013,"General Education",114,"48","42","40","35","3","03","4","04","17","15","0","00","0","00","2","02"
"140101060006","ALDEN SENIOR HIGH SCHOOL",2013,"Students with Disabilities",14,"0","00","10","71","0","00","0","00","3","21","0","00","0","00","1","07"
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2013,"All Students",210,"139","66","45","21","0","00","2","01","0","00","0","00","2","01","22","10"
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2013,"General Education",188,"131","70","40","21","0","00","2","01","0","00","0","00","0","00","15","08"
"140201060000","AMHERST CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities",22,"8","36","5","23","0","00","0","00","0","00","0","00","2","09","7","32"
"140201060002","AMHERST CENTRAL HIGH SCHOOL",2013,"All Students",205,"137","67","45","22","0","00","2","01","0","00","0","00","2","01","19","09"
"140201060002","AMHERST CENTRAL HIGH SCHOOL",2013,"General Education",185,"131","71","40","22","0","00","2","01","0","00","0","00","0","00","12","06"
"140201060002","AMHERST CENTRAL HIGH SCHOOL",2013,"Students with Disabilities",20,"6","30","5","25","0","00","0","00","0","00","0","00","2","10","7","35"
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2013,"All Students",860,"643","75","159","18","2","00","12","01","20","02","4","00","10","01","10","01"
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2013,"General Education",776,"615","79","119","15","2","00","12","02","17","02","0","00","2","00","9","01"
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities",84,"28","33","40","48","0","00","0","00","3","04","4","05","8","10","1","01"
"140203060004","WILLIAMSVILLE SOUTH HIGH SCHOOL",2013,"All Students",239,"173","72","52","22","0","00","3","01","10","04","0","00","0","00","1","00"
"140203060004","WILLIAMSVILLE SOUTH HIGH SCHOOL",2013,"General Education",217,"167","77","38","18","0","00","3","01","9","04","0","00","0","00","0","00"
"140203060004","WILLIAMSVILLE SOUTH HIGH SCHOOL",2013,"Students with Disabilities",22,"6","27","14","64","0","00","0","00","1","05","0","00","0","00","1","05"
"141901060000","LANCASTER CENTRAL SCHOOL DISTRICT",2013,"All Students",506,"267","53","168","33","1","00","15","03","40","08","0","00","15","03","0","00"
"141901060000","LANCASTER CENTRAL SCHOOL DISTRICT",2013,"General Education",434,"257","59","133","31","1","00","11","03","22","05","0","00","10","02","0","00"
"141901060000","LANCASTER CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities",72,"10","14","35","49","0","00","4","06","18","25","0","00","5","07","0","00"
"141901060008","LANCASTER HIGH SCHOOL",2013,"All Students",503,"267","53","167","33","1","00","14","03","39","08","0","00","15","03","0","00"
"141901060008","LANCASTER HIGH SCHOOL",2013,"General Education",433,"257","59","133","31","1","00","10","02","22","05","0","00","10","02","0","00"
"141901060008","LANCASTER HIGH SCHOOL",2013,"Students with Disabilities",70,"10","14","34","49","0","00","4","06","17","24","0","00","5","07","0","00"
"142101040000","AKRON CENTRAL SCHOOL DISTRICT",2013,"All Students",141,"61","43","48","34","0","00","1","01","27","19","0","00","2","01","2","01"
"142101040000","AKRON CENTRAL SCHOOL DISTRICT",2013,"General Education",136,"61","45","45","33","0","00","1","01","26","19","0","00","1","01","2","01"
"142101040000","AKRON CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities",5,"0","00","3","60","0","00","0","00","1","20","0","00","1","20","0","00"
"142101040002","AKRON HIGH SCHOOL",2013,"All Students",140,"61","44","48","34","0","00","1","01","27","19","0","00","1","01","2","01"
"142101040002","AKRON HIGH SCHOOL",2013,"General Education",136,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"142101040002","AKRON HIGH SCHOOL",2013,"Students with Disabilities",4,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"142201040000","NORTH COLLINS CENTRAL SCHOOL DISTRICT",2013,"All Students",44,"27","61","10","23","0","00","0","00","6","14","0","00","1","02","0","00"
"142201040000","NORTH COLLINS CENTRAL SCHOOL DISTRICT",2013,"General Education",37,"24","65","9","24","0","00","0","00","4","11","0","00","0","00","0","00"
"142201040000","NORTH COLLINS CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities",7,"3","43","1","14","0","00","0","00","2","29","0","00","1","14","0","00"
"142201040001","NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL",2013,"All Students",40,"27","68","9","23","0","00","0","00","4","10","0","00","0","00","0","00"
"142201040001","NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL",2013,"General Education",36,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"142201040001","NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL",2013,"Students with Disabilities",4,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"142301060000","ORCHARD PARK CENTRAL SCHOOL DISTRICT",2013,"All Students",415,"258","62","113","27","4","01","6","01","19","05","3","01","0","00","12","03"
"142301060000","ORCHARD PARK CENTRAL SCHOOL DISTRICT",2013,"General Education",368,"250","68","88","24","3","01","5","01","16","04","0","00","0","00","6","02"
"142301060000","ORCHARD PARK CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities",47,"8","17","25","53","1","02","1","02","3","06","3","06","0","00","6","13"
"142301060006","ORCHARD PARK HIGH SCHOOL",2013,"All Students",390,"257","66","101","26","4","01","6","02","13","03","1","00","0","00","8","02"
"142301060006","ORCHARD PARK HIGH SCHOOL",2013,"General Education",361,"249","69","85","24","3","01","5","01","13","04","0","00","0","00","6","02"
"142301060006","ORCHARD PARK HIGH SCHOOL",2013,"Students with Disabilities",29,"8","28","16","55","1","03","1","03","0","00","1","03","0","00","2","07"
"142500010000","TONAWANDA CITY SCHOOL DISTRICT",2013,"All Students",131,"45","34","61","47","1","01","4","03","3","02","0","00","0","00","17","13"
"142500010000","TONAWANDA CITY SCHOOL DISTRICT",2013,"General Education",115,"43","37","55","48","1","01","4","03","0","00","0","00","0","00","12","10"
"142500010000","TONAWANDA CITY SCHOOL DISTRICT",2013,"Students with Disabilities",16,"2","13","6","38","0","00","0","00","3","19","0","00","0","00","5","31"
"142500010009","TONAWANDA MIDDLE/HIGH SCHOOL",2013,"All Students",127,"45","35","59","46","1","01","4","03","3","02","0","00","0","00","15","12"
"142500010009","TONAWANDA MIDDLE/HIGH SCHOOL",2013,"General Education",113,"43","38","53","47","1","01","4","04","0","00","0","00","0","00","12","11"
"142500010009","TONAWANDA MIDDLE/HIGH SCHOOL",2013,"Students with Disabilities",14,"2","14","6","43","0","00","0","00","3","21","0","00","0","00","3","21"
"142601030000","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT",2013,"All Students",560,"243","43","209","37","13","02","18","03","38","07","4","01","19","03","16","03"
"142601030000","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT",2013,"General Education",448,"232","52","159","35","6","01","12","03","18","04","0","00","11","02","10","02"
"142601030000","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT",2013,"Students with Disabilities",112,"11","10","50","45","7","06","6","05","20","18","4","04","8","07","6","05"
"142601030025","KENMORE EAST SENIOR HIGH SCHOOL",2013,"All Students",233,"98","42","88","38","3","01","12","05","12","05","0","00","15","06","5","02"
"142601030025","KENMORE EAST SENIOR HIGH SCHOOL",2013,"General Education",192,"95","49","71","37","1","01","9","05","5","03","0","00","8","04","3","02"
"142601030025","KENMORE EAST SENIOR HIGH SCHOOL",2013,"Students with Disabilities",41,"3","07","17","41","2","05","3","07","7","17","0","00","7","17","2","05"
"142601030026","KENMORE WEST SENIOR HIGH SCHOOL",2013,"All Students",297,"144","48","108","36","7","02","5","02","21","07","1","00","4","01","7","02"
"142601030026","KENMORE WEST SENIOR HIGH SCHOOL",2013,"General Education",245,"137","56","82","33","3","01","3","01","11","04","0","00","3","01","6","02"
"142601030026","KENMORE WEST SENIOR HIGH SCHOOL",2013,"Students with Disabilities",52,"7","13","26","50","4","08","2","04","10","19","1","02","1","02","1","02"
"142601860031","CHARTER SCHOOL FOR APPLIED TECHNOLOGIES",2013,"All Students",105,"37","35","56","53","2","02","2","02","7","07","0","00","0","00","1","01"
"142601860031","CHARTER SCHOOL FOR APPLIED TECHNOLOGIES",2013,"General Education",94,"36","38","48","51","2","02","2","02","6","06","0","00","0","00","0","00"
"142601860031","CHARTER SCHOOL FOR APPLIED TECHNOLOGIES",2013,"Students with Disabilities",11,"1","09","8","73","0","00","0","00","1","09","0","00","0","00","1","09"
"142801060000","WEST SENECA CENTRAL SCHOOL DISTRICT",2013,"All Students",527,"253","48","171","32","9","02","9","02","51","10","12","02","3","01","19","04"
"142801060000","WEST SENECA CENTRAL SCHOOL DISTRICT",2013,"General Education",454,"247","54","145","32","6","01","7","02","33","07","0","00","2","00","14","03"
"142801060000","WEST SENECA CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities",73,"6","08","26","36","3","04","2","03","18","25","12","16","1","01","5","07"
"142801060010","WEST SENECA WEST SENIOR HIGH SCHOOL",2013,"All Students",319,"151","47","103","32","3","01","4","01","40","13","5","02","2","01","11","03"
"142801060010","WEST SENECA WEST SENIOR HIGH SCHOOL",2013,"General Education",271,"148","55","86","32","2","01","3","01","25","09","0","00","1","00","6","02"
"142801060010","WEST SENECA WEST SENIOR HIGH SCHOOL",2013,"Students with Disabilities",48,"3","06","17","35","1","02","1","02","15","31","5","10","1","02","5","10"
"142801060016","WEST SENECA EAST SENIOR HIGH SCHOOL",2013,"All Students",208,"102","49","68","33","6","03","5","02","11","05","7","03","1","00","8","04"
"140600010128","LEONARDO DA VINCI HIGH SCHOOL",2013,"Students with Disabilities",10,"7","70","3","30","0","00","0","00","0","00","0","00","0","00","0","00"
"140600010132","MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE)",2013,"All Students",52,"17","33","31","60","0","00","2","04","2","04","0","00","0","00","0","00"
"140600010132","MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE)",2013,"General Education",45,"17","38","26","58","0","00","2","04","0","00","0","00","0","00","0","00"
"140600010132","MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE)",2013,"Students with Disabilities",7,"0","00","5","71","0","00","0","00","2","29","0","00","0","00","0","00"
"140600010133","ALTERNATIVE HIGH SCHOOL AT 44",2013,"All Students",3,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"140600010133","ALTERNATIVE HIGH SCHOOL AT 44",2013,"General Education",3,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"140600010135","MIDDLE EARLY COLLEGE HIGH SCHOOL",2013,"All Students",55,"0","00","54","98","0","00","0","00","1","02","0","00","0","00","0","00"
"140600010135","MIDDLE EARLY COLLEGE HIGH SCHOOL",2013,"General Education",47,"0","00","46","98","0","00","0","00","1","02","0","00","0","00","0","00"
"140600010135","MIDDLE EARLY COLLEGE HIGH SCHOOL",2013,"Students with Disabilities",8,"0","00","8","100","0","00","0","00","0","00","0","00","0","00","0","00"
"140600010307","EAST HIGH SCHOOL",2013,"All Students",93,"32","34","46","49","2","02","1","01","6","06","0","00","0","00","6","06"
"140600010307","EAST HIGH SCHOOL",2013,"General Education",73,"26","36","37","51","2","03","1","01","2","03","0","00","0","00","5","07"
"140600010307","EAST HIGH SCHOOL",2013,"Students with Disabilities",20,"6","30","9","45","0","00","0","00","4","20","0","00","0","00","1","05"
"140600010308","INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187",2013,"All Students",48,"11","23","37","77","0","00","0","00","0","00","0","00","0","00","0","00"
"140600010308","INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187",2013,"General Education",42,"11","26","31","74","0","00","0","00","0","00","0","00","0","00","0","00"
"140600010308","INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187",2013,"Students with Disabilities",6,"0","00","6","100","0","00","0","00","0","00","0","00","0","00","0","00"
"140600860838","TAPESTRY CHARTER SCHOOL",2013,"All Students",77,"34","44","34","44","0","00","1","01","0","00","0","00","3","04","5","06"
"140600860838","TAPESTRY CHARTER SCHOOL",2013,"General Education",70,"31","44","30","43","0","00","1","01","0","00","0","00","3","04","5","07"
"140600860838","TAPESTRY CHARTER SCHOOL",2013,"Students with Disabilities",7,"3","43","4","57","0","00","0","00","0","00","0","00","0","00","0","00"
"140600860861","BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL",2013,"All Students",52,"52","100","0","00","0","00","0","00","0","00","0","00","0","00","0","00"
"140600860861","BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL",2013,"General Education",51,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"140600860861","BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL",2013,"Students with Disabilities",1,"s","s","s","s","s","s","s","s","s","s","s","s","s","s","s","s"
"140600860863","WESTERN NEW YORK MARITIME CHARTER SCHOOL",2013,"All Students",61,"12","20","26","43","4","07","8","13","4","07","0","00","2","03","5","08"
"140600860863","WESTERN NEW YORK MARITIME CHARTER SCHOOL",2013,"General Education",55,"12","22","24","44","2","04","7","13","3","05","0","00","2","04","5","09"
"140600860863","WESTERN NEW YORK MARITIME CHARTER SCHOOL",2013,"Students with Disabilities",6,"0","00","2","33","2","33","1","17","1","17","0","00","0","00","0","00"
"140600860868","ORACLE CHARTER SCHOOL",2013,"All Students",47,"13","28","28","60","1","02","0","00","1","02","0","00","2","04","2","04"
"140600860868","ORACLE CHARTER SCHOOL",2013,"General Education",40,"12","30","24","60","0","00","0","00","0","00","0","00","2","05","2","05"
"140600860868","ORACLE CHARTER SCHOOL",2013,"Students with Disabilities",7,"1","14","4","57","1","14","0","00","1","14","0","00","0","00","0","00"
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT",2013,"All Students",179,"57","32","90","50","2","01","5","03","23","13","1","01","1","01","0","00"
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT",2013,"General Education",155,"55","35","79","51","1","01","4","03","16","10","0","00","0","00","0","00"
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities",24,"2","08","11","46","1","04","1","04","7","29","1","04","1","04","0","00"
"140701060006","CHEEKTOWAGA HIGH SCHOOL",2013,"All Students",158,"54","34","78","49","2","01","4","03","20","13","0","00","0","00","0","00"
"140701060006","CHEEKTOWAGA HIGH SCHOOL",2013,"General Education",143,"53","37","72","50","1","01","4","03","13","09","0","00","0","00","0","00"
"140701060006","CHEEKTOWAGA HIGH SCHOOL",2013,"Students with Disabilities",15,"1","07","6","40","1","07","0","00","7","47","0","00","0","00","0","00"
"140701060008","PINE HILL EDUCATION CENTER",2013,"All Students",20,"3","15","12","60","0","00","1","05","3","15","0","00","1","05","0","00"
